Link to the page you want to open. Leave blank if you want to make it a group parent.,"Посилання на сторінку, яку ви хочете відкрити. Залиште порожнім, якщо ви хочете зробити її батьківською для групи.",
Linked,Пов'язано,
Linked Documents,Пов'язані документи,
Linked With,Пов'язано з,
Linked with {0},Пов'язано з {0},
Links,Посилання,
List,Список,
List / Search Settings,Налаштування списку / пошуку,
List Columns,Стовпці списку,
List Filter,Фільтр списку,
List Setting Message,Повідомлення про налаштування списку,
List Settings,Налаштування списку,
List View,Перегляд списку,
List View Settings,Налаштування подання списку,
List a document type,Вкажіть тип документа,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Перерахувати як [{""label"": _(""Jobs""), ""route"": ""jobs""}].",
List of patches executed,Список виконаних патчів,
Lists,Списки,
Load Balancing,Балансування навантаження,
Load More,Завантажити більше,
Load More Communications,Завантажити більше повідомлень,
Load more,Завантажити більше,
Loading,Завантаження,
Loading Filters...,Завантаження фільтрів...,
Loading import file...,Завантажуємо файл імпорту...,
Loading user profile,Завантаження профілю користувача,
Loading versions...,Завантаження версій...,
Loading...,Завантаження...,
Location,Місцезнаходження,
Log,Журнал,
Log Data,Дані журналу,
Log DocType,Тип журналу DocType,
Log In To {0},Увійдіть до {0},
Log Index,Індекс журналу,
Log Setting User,Налаштування журналу Користувач,
Log Settings,Налаштування журналу,
Log in to access this page.,"Увійдіть, щоб отримати доступ до цієї сторінки.",
Log out,Вийдіть з системи,
Logged Out,Вийшов з системи,
Login,Логін,
Login After,Увійдіть після,
Login Before,Увійдіть раніше,
Login Failed please try again,"Не вдалося увійти, будь ласка, спробуйте ще раз",
Login Id is required,Необхідно ввести логін,
Login Page,Сторінка входу,
Login Required,Потрібен логін,
Login To {0},Увійти {0},
Login Verification Code from {},Код підтвердження входу від {},
Login With {0},Увійдіть за допомогою {0},
Login and view in Browser,Вхід та перегляд у браузері,
Login is required to see web form list view. Enable {0} to see list settings,"Для перегляду списку у веб-формі потрібен логін. Увімкніть {0}, щоб побачити налаштування списку",
Login link sent to your email,Посилання для входу надіслано на вашу електронну пошту,
Login not allowed at this time,Наразі вхід заборонено,
"Login session expired, refresh page to retry","Сеанс входу закінчився, оновіть сторінку для повторної спроби",
Login to comment,"Увійдіть, щоб коментувати",
Login to start a new discussion,"Увійдіть, щоб розпочати нову дискусію",
Login to {0},Увійдіть до {0},
Login token required,Потрібен токен для входу,
Login with Email Link,Увійдіть за допомогою посилання на електронну пошту,
Login with LDAP,Увійдіть за допомогою LDAP,
Login with email link,Увійдіть за посиланням на електронну пошту,
Login with email link expiry (in minutes),Вхід після закінчення терміну дії посилання на електронну пошту (у хвилинах),
Login with username and password is not allowed.,Вхід за допомогою імені користувача та пароля заборонений.,
Logo Width,Ширина логотипу,
Logout,Вийти з системи,
Logout All Sessions,Вийти з усіх сесій,
Logout All Sessions on Password Reset,Вихід з усіх сесій при скиданні пароля,
Logout From All Devices After Changing Password,Вихід з усіх пристроїв після зміни пароля,
Logs To Clear,Журнали для очищення,
Logs to Clear,Журнали для очищення,
Long Text,Long Text,
Looks like you didn't change the value,"Схоже, ви не змінили значення",
Looks like you haven\u2019t received any notifications.,"Схоже, ви не отримали жодного сповіщення.",
Looks like you haven’t added any third party apps.,"Схоже, ви не додали жодної сторонньої програми.",
Looks like you haven’t received any notifications.,"Схоже, ви не отримали жодного сповіщення.",
Low,Низький,
M,M,
MIT License,Ліцензія MIT,
Main Section,Головний розділ,
Main Section (HTML),Основний розділ (HTML),
Main Section (Markdown),Основний розділ (Уцінка),
Maintenance Manager,Менеджер з технічного обслуговування,
Maintenance User,Користувач обслуговування,
Major,Майор.,
Make ""name"" searchable in Global Search,Зробіть ""name"" доступним для пошуку в глобальному пошуку,
Make Attachments Public by Default,Зробити вкладення публічними за замовчуванням,
Make sure to configure a Social Login Key before disabling to prevent lockout,"Перед вимкненням обов'язково налаштуйте соціальний ключ для входу, щоб запобігти блокуванню",
Make use of longer keyboard patterns,Використовуйте довші розкладки клавіатури,
Make {0},Зробіть {0},
Makes the page public,Робить сторінку публічною,
Manage third party apps,Керування сторонніми програмами,
Manage your apps,Керування програмами,
Mandatory,Обов'язково,
Mandatory Depends On,Обов'язковість залежить від,
Mandatory Depends On (JS),Обов'язково залежить від (JS),
Mandatory Information missing:,Обов`язкова інформація відсутня:,
Mandatory field: set role for,Обов'язкове поле: встановіть роль для,
Mandatory field: {0},Обов`язкове поле: {0},
"Mandatory fields required in table {0}, Row {1}","Обов'язкові поля в таблиці {0}, Рядок {1}",
Mandatory fields required in {0},Обов'язкові поля в {0},
Mandatory fields required:,Обов'язкові для заповнення поля:,
Mandatory:,Обов'язково:,
Map,Карта,
Map Columns,Стовпчики мапи,
Map View,Перегляд мапи,
Map columns from {0} to fields in {1},Зіставити стовпці з {0} з полями в {1},
Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,Відображення параметрів маршруту у змінні форми. Приклад <code>/project/&lt;name&gt;</code>,
Mapping column {0} to field {1},Зіставлення стовпця {0} з полем {1},
Margin Bottom,Маржинальне дно,
Margin Left,Поле зліва,
Margin Right,Крайній правий,
Margin Top,Маржинальний верх,
Mark all as read,Позначте все як прочитане,
Mark as Read,Позначити як прочитане,
Mark as Spam,Позначити як спам,
Mark as Unread,Позначити як непрочитане,
Markdown,Уцінка,
Markdown Editor,Markdown Editor,
Marked As Spam,Позначено як спам,
Marketing Campaign,Маркетингова кампанія,
Max 500 records at a time,Максимум 500 записів одночасно,
Max Attachment Size (in MB),Максимальний розмір вкладення (в МБ),
Max Attachments,Максимальні вкладення,
Max File Size (MB),Максимальний розмір файлу (МБ),
Max Height,Максимальна висота,
Max Length,Максимальна довжина,
Max Value,Максимальне значення,
Max auto email report per user,Максимальний автоматичний email-звіт на користувача,
Max width for type Currency is 100px in row {0},Максимальна ширина для типу Currency дорівнює 100px у рядку {0},
Maximum,Максимум,
Maximum Attachment Limit of {0} has been reached for {1} {2}.,Досягнуто максимального ліміту вкладень {0} для {1} {2}.,
Maximum Number of Fields,Максимальна кількість полів,
Maximum Points,Максимальна кількість балів,
Maximum attachment limit of {0} has been reached.,Досягнуто максимального ліміту вкладень {0}.,
Maximum points allowed after multiplying points with the multiplier value|||(Note: For no limit leave this field empty or set 0),"Максимальна кількість балів, яка може бути отримана після множення балів на значення множника|||(Примітка: Для відсутності обмежень залиште це поле порожнім або встановіть 0)",
Maximum {0} rows allowed,Дозволено не більше {0} рядків,
Me,Я,
"Meaning of Submit, Cancel, Amend","Значення термінів ""Подати"", ""Скасувати"", ""Змінити",
Medium,Середній,
Meeting,Зустріч,
Meets Condition?,Відповідає умовам?,
Mention,Згадка,
Mentions,Згадки,
Menu,Меню,
Merge with existing,Об'єднатися з існуючими,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Об'єднання можливе лише між групами або листовими вузлами,
Message,Повідомлення,
Message (HTML),Повідомлення (HTML),
Message (Markdown),Повідомлення (Уцінка),
Message Examples,Приклади повідомлень,
Message ID,Ідентифікатор повідомлення,
Message Parameter,Параметр повідомлення,
Message clipped,Повідомлення вирізано,
Message from server: {0},Повідомлення від сервера: {0},
Message not setup,Повідомлення не налаштовано,
Message to be displayed on successful completion,"Повідомлення, яке буде відображено після успішного завершення",
Message-id,Ідентифікатор повідомлення,
Messages,Повідомлення,
Meta,Мета,
Meta Description,Мета опис,
Meta Image,Мета-зображення,
Meta Tags,Мета-теги,
Meta Title,Метазаголовок,
Meta title for SEO,Мета заголовок для SEO,
Method,Метод,
Method is required to create a number card,Метод необхідний для створення номерної картки,
Mid Center,Середній центр,
Middle Name,Ім'я по батькові,
Milestone,Віха,
Milestone Tracker,Milestone Tracker,
Minimum,Мінімум,
Minimum Password Score,Мінімальна кількість балів за пароль,
Minor,Мінор.,
Misconfigured,Неправильна конфігурація,
Missing DocType,Відсутній DocType,
Missing Field,Відсутнє поле,
Missing Fields,Відсутні поля,
Missing Filters Required,Потрібні відсутні фільтри,
Missing Permission,Відсутній дозвіл,
Missing Value,Відсутнє значення,
Missing Values Required,Потрібні пропущені значення,
Mobile,Мобільний,
Mobile No,Мобільного немає,
Modal Trigger,Модальний тригер,
Modified By,Змінено користувачем,
Module,Модуль,
Module (for export),Модуль (для експорту),
Module Def,Модуль Def,
Module HTML,Модуль HTML,
Module Name,Назва модуля,
Module Onboarding,Модуль "Вступний курс",
Module Profile,Профіль модуля,
Module Profile Name,Назва профілю модуля Назва профілю,
Module onboarding progress reset,Скидання прогресу інтеграції модуля,
Module to Export,Модуль для експорту,
Module {} not found,Модуль {} не знайдено,
Modules,Модулі,
Modules HTML,Модулі HTML,
Monday,Понеділок,
Monospace,Монопростір,
Month,Місяць,
Monthly,Щомісяця,
Monthly Long,Щомісячний довгий,
Monthly Rank,Щомісячний рейтинг,
More,Більше,
More Information,Більше інформації,
More articles on {0},Більше статей на {0},
More content for the bottom of the page.,Більше контенту для нижньої частини сторінки.,
Most Used,Найуживаніші,
Most probably your password is too long.,"Швидше за все, ваш пароль занадто довгий.",
Move,Відійди.,
Move To,Перейдіть до,
Move To Trash,Перемістити в кошик,
Move cursor to above row,Наведіть курсор на верхній рядок,
Move cursor to below row,Перемістіть курсор на нижній рядок,
Move cursor to next column,Перемістіть курсор до наступного стовпчика,
Move cursor to previous column,Перемістити курсор до попереднього стовпчика,
Move the current column & the following columns to a new section,Переміщення поточного стовпця та наступних стовпців до нового розділу,
Move the current field and the following fields to a new column,Переміщення поточного поля та наступних полів до нового стовпчика,
Move the current section and the following sections to a new tab,Переміщення поточного розділу та наступних розділів на нову вкладку,
Move to Row Number,Перехід до номера рядка,
Move to next step when clicked inside highlighted area.,Перехід до наступного кроку при натисканні всередині виділеної області.,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,"Mozilla не підтримує :has(), тому ви можете передати селектор батьків тут як обхідний шлях",
Multiple root nodes not allowed.,Множинні кореневі вузли не допускаються.,
Multiplier Field,Поле множника,
Must be a publicly accessible Google Sheets URL,Повинна бути загальнодоступна URL-адреса Google Таблиць,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))","Має бути укладений в '()' і включати '{0}', який є заповнювачем для імені користувача/логіна, тобто (&(objectclass=user)(uid={0}))",
Must be of type ""Attach Image"",Має бути типу ""Attach Image"",
Must have report permission to access this report.,"Щоб отримати доступ до цього звіту, необхідно мати дозвіл на звіт.",
Must specify a Query to run,Необхідно вказати запит для запуску,
Mute Sounds,Вимкнути звук,
My Account,Мій обліковий запис,
My Device,Мій пристрій,
My Profile,Мій профіль,
My Settings,Мої налаштування,
MyISAM,MyISAM,
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.","ПРИМІТКА: Якщо ви додасте стани або переходи в таблицю, це буде відображено в Конструкторі сценаріїв, але вам доведеться позиціонувати їх вручну. Крім того, Workflow Builder наразі перебуває у стані <b>BETA</b>.",
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,"ПРИМІТКА: Ця скринька підлягає амортизації. Будь ласка, переналаштуйте LDAP для роботи з новими параметрами",
Name,Ім'я,
"Name already taken, please set a new name","Ім'я вже зайнято, будь ласка, задайте нове ім'я",
Name cannot contain special characters like {0},"Ім'я не може містити спеціальних символів, таких як {0}",
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,"Назва типу документа (DocType), до якого ви хочете прив'язати це поле, наприклад, Клієнт",
Name of the new Print Format,Назва нового формату друку,
Name of {0} cannot be {1},Ім'я {0} не може бути {1},
Names and surnames by themselves are easy to guess.,Імена та прізвища самі по собі легко вгадуються.,
Naming,Іменування,
"Naming Options:|||<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>autoincrement</b> - Uses Databases' Auto Increment feature</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>|||<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Параметри іменування:|||<ol><li><b>поле:[назва поля]</b> - За полем</li><li><b>автоінкремент</b> - Використовує функцію автоінкременту баз даних</li><li><b>серія_імен:</b> - За серіями імен (поле з назвою naming_series повинно бути присутнім)</li><li><b>Підказка</b> - Підказка користувачеві для назви</li><li><b>[серія]</b> - Серія за префіксом (відокремлюється крапкою); наприклад PRE.#####</li>|||<li><b>формат:ПРИКЛАД-{ММ}більше слів{назва поля1}-{назва поля2}-{#####}</b> - Замінити всі слова у дужках (назви полів, слова дати (ДД, ММ, ГГ), серії) на їх значення. Поза дужками можна використовувати будь-які символи.</li></ol>.",
"Naming Options:|||<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>|||<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Параметри іменування:|||<ol><li><b>поле:[назва поля]</b> - За полем</li><li><b>назва_серії:</b> - За серією назв (поле з назвою серія назв має бути присутнє)</li><li><b>Підказка</b> - Підказка користувачеві для назви</li><li><b>[серія]</b> - Серія за префіксом (відокремлюється крапкою); наприклад PRE.#####</li>|||<li><b>формат:ПРИКЛАД-{ММ}більше слів{назва поля1}-{назва поля2}-{#####}</b> - Замінити всі слова у дужках (назви полів, слова дати (ДД, ММ, ГГ), серії) на їх значення. Поза дужками можна використовувати будь-які символи.</li></ol>.",
Naming Rule,Правило іменування,
Naming Series,Серія імен,
Naming Series mandatory,Іменування серії обов'язкове,
Navbar,Навігаційна панель,
Navbar Item,Елемент навігаційної панелі,
Navbar Settings,Налаштування навігаційної панелі,
Navbar Template,Шаблон навігаційної панелі,
Navbar Template Values,Значення шаблону навігаційної панелі,
Navigate Home,На головну сторінку,
Navigate list down,Навігація по списку вниз,
Navigate list up,Переміщайтеся по списку вгору,
Navigation Settings,Налаштування навігації,
Need Workspace Manager role to edit private workspace of other users,Потрібна роль менеджера робочого простору для редагування приватного робочого простору інших користувачів,
Need Workspace Manager role to hide/unhide public workspaces,"Потрібна роль Workspace Manager, щоб приховувати/відкривати загальнодоступні робочі простори",
Negative Value,Від'ємне значення,
Nested set error. Please contact the Administrator.,Помилка вкладеного набору. Зверніться до адміністратора.,
Network Printer Settings,Налаштування мережевого принтера,
New,Новий,
New Activity,Нова активність,
New Address,Нова адреса,
New Chart,Новий графік,
New Comment on {0}: {1},Новий коментар на {0}: {1},
New Contact,Новий контакт,
New Custom Print Format,Новий користувацький формат друку,
New Document Form,Нова форма документа,
New Document Shared {0},Спільний доступ до нового документа {0},
New Email,Нова електронна пошта,
New Email Account,Новий обліковий запис електронної пошти,
New Event,Нова подія,
New Folder,Нова папка,
New Kanban Board,Нова дошка Канбан,
New Mention on {0},Нова згадка на {0},
New Message from Website Contact Page,Нове повідомлення з контактної сторінки сайту,
New Name,Нове ім'я,
New Newsletter,Новий інформаційний бюлетень,
New Notification,Нове повідомлення,
New Number Card,Нова номерна картка,
New Password,Новий пароль,
New Print Format Name,Назва нового формату друку,
New Report name,Нова назва звіту,
New Shortcut,Новий ярлик,
New Value,Нове значення,
New Workflow Name,Нова назва робочого процесу,
New Workspace,Новий робочий простір,
New password cannot be same as old password,Новий пароль не може збігатися зі старим,
New updates are available,Доступні нові оновлення,
New value to be set,"Нове значення, яке потрібно встановити",
New {0},Новий {0},
New {0} Created,Новий {0} Створено,
New {0} {1} added to Dashboard {2},Нові {0} {1} додано до Панелі інструментів {2},
New {0} {1} created,Створено новий {0} {1},
New {0}: {1},Новий {0}: {1},
New {} releases for the following apps are available,Доступні нові випуски {} для наступних програм,
Newly created user {0} has no roles enabled.,Новостворений користувач {0} не має жодної ролі.,
News,Новини,
News Title,Назва новини,
Newsletter,Інформаційний бюлетень,
Newsletter Attachment,Вкладення до інформаційного бюлетеня,
Newsletter Email Group,Група електронної пошти для розсилки новин,
Newsletter Manager,Менеджер розсилки новин,
Newsletter has already been sent,Інформаційний бюлетень вже надіслано,
Newsletter must be published to send webview link in email,"Інформаційний бюлетень має бути опублікований, щоб надіслати посилання на веб-перегляд в електронному листі",
Newsletter should have atleast one recipient,Розсилка повинна мати принаймні одного отримувача,
Newsletters,Інформаційні бюлетені,
Next,Далі,
Next Action Email Template,Шаблон листа з наступною дією,
Next Actions HTML,Наступні дії HTML,
Next Document,Наступний документ,
Next Execution,Наступна страта,
Next Form Tour,Екскурсія по наступним формам,
Next Schedule Date,Наступна дата розкладу,
Next Scheduled Date,Наступна запланована дата,
Next State,Наступний штат,
Next Step Condition,Наступний крок Умова,
Next Sync Token,Наступний маркер синхронізації,
Next actions,Наступні дії,
Next on Click,Далі натисніть на кнопку,
No,Ні,
No Active Sessions,Немає активних сесій,
No Copy,Немає копії.,
No Data,Немає даних,
No Data to Show,Немає даних для відображення,
No Data...,Немає даних...,
No Email Account,Немає облікового запису електронної пошти,
No Email Accounts Assigned,Облікові записи електронної пошти не призначено,
No Emails,Немає електронних листів,
No Entry for the User {0} found within LDAP!,Не знайдено жодного запису для користувача {0} у LDAP!,
No Filters Set,Не встановлено фільтрів,
No Google Calendar Event to sync.,Не синхронізується подія з календаря Google.,
No Images,Немає зображень,
No Items Found,Не знайдено жодного товару,
No LDAP User found for email: {0},Не знайдено користувача LDAP для електронної пошти: {0},
No Label,Без етикетки,
No Letterhead,Немає бланку,
No Name Specified for {0},Не вказано ім'я для {0},
No New notifications,Немає нових повідомлень,
No Permissions Specified,Дозволи не вказано,
No Permissions set for this criteria.,Для цього критерію не встановлено дозволів.,
No Permitted Charts,Немає дозволених графіків,
No Permitted Charts on this Dashboard,Немає дозволених графіків на цій інформаційній панелі,
No Preview,Без попереднього перегляду,
No Preview Available,Попередній перегляд недоступний,
No Printer is Available.,Принтер недоступний.,
No Requests found,Запитів не знайдено,
No Results,Немає результатів,
No Results found,Не знайдено жодного результату,
No Roles Specified,Ролі не вказані,
No Select Field Found,Не знайдено вибраного поля,
No Tags,Без тегів,
No Upcoming Events,Немає найближчих подій,
No activities to show,Немає активностей для показу,
No address added yet.,Адреса ще не додана.,
No alerts for today,Немає сповіщень на сьогодні,
No broken links found in the email content,У вмісті листа не знайдено непрацюючих посилань,
No changes in document,Зміни в документі відсутні,
No changes made because old and new name are the same.,"Ніяких змін не внесено, оскільки стара і нова назва збігаються.",
No changes made on the page,На сторінці не внесено жодних змін,
No changes to sync,Синхронізація не змінюється,
No changes to update,Без змін в оновленні,
No comments yet,Поки що немає коментарів,
No comments yet. ,Коментарів поки що немає.,
No contacts added yet.,Ще не додано жодного контакту.,
No contacts linked to document,До документа не прив'язано жодного контакту,
No data to export,Немає даних для експорту,
No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,"Шаблон адреси за замовчуванням не знайдено. Будь ласка, створіть новий у розділі Налаштування > Друк та брендування > Шаблон адреси.",
No documents found tagged with {0},Не знайдено документів з тегом {0},
No email account associated with the User. Please add an account under User > Email Inbox.,"З Користувачем не пов'язано жодного облікового запису електронної пошти. Будь ласка, додайте обліковий запис у розділі Користувач > Поштові скриньки.",
No failed logs,Немає невдалих журналів,
No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".,"Не знайдено полів, які можна використати як колонку Kanban. Використовуйте Налаштувати форму, щоб додати кастомне поле типу ""Вибір"".",
No file attached,Файл не прикріплено,
No filters found,Не знайдено фільтрів,
No filters selected,Не вибрано жодних фільтрів,
No further records,Більше немає записів,
No matching records. Search something new,Не знайдено відповідних записів. Шукайте щось нове.,
No more items to display,Немає більше елементів для відображення,
"No need for symbols, digits, or uppercase letters.","Не потрібно використовувати символи, цифри або великі літери.",
No new Google Contacts synced.,Не синхронізовано нові контакти Google.,
No of Columns,Кількість стовпців,
No of Rows (Max 500),Кількість рядків (макс. 500),
No permission for {0},Немає дозволу для {0},
No permission to '{0}' {1},Немає дозволу на '{0}' {1},
No permission to read {0},Немає дозволу на читання {0},
No permission to {0} {1} {2},Немає дозволу на {0} {1} {2},
No records deleted,Не видалено жодного запису,
No records present in {0},Немає записів у {0},
No records tagged.,Ніяких записів не позначено.,
No records will be exported,Записи не будуть експортовані,
No template found at path: {0},Шаблон не знайдено за адресою path: {0},
No values to show,Немає значень для показу,
No {0},No {0},
No {0} Found,Немає {0} Знайдено,
No {0} found,Не знайдено {0},
No {0} found with matching filters. Clear filters to see all {0}.,"Не знайдено {0} з відповідними фільтрами. Очистити фільтри, щоб побачити всі {0}.",
No {0} mail,Немає {0} пошти,
No.,№,
Non Negative,Негативний,
None,Ні.,
None: End of Workflow,Нічого: Кінець робочого процесу,
Normalized Copies,Нормалізовані копії,
Normalized Query,Нормалізований запит,
Not Allowed,Не дозволено,
Not Allowed: Disabled User,Не дозволено: Користувач з обмеженими можливостями,
Not Ancestors Of,Не предки,
Not Descendants Of,Не нащадки,
Not Equals,Не рівні,
Not Found,Не знайдено,
Not Helpful,Не допоможе.,
Not In,Не ввійшов,
Not Like,"Не так, як",
Not Linked to any record,Не пов'язано з жодним записом,
Not Permitted,Не дозволено,
Not Permitted to read {0},Не дозволено для читання {0},
Not Published,Не опубліковано,
Not Saved,Не збережено,
Not Seen,Не бачив,
Not Sent,Не надіслано,
Not Set,Не встановлено,
Not a valid Comma Separated Value (CSV File),"Неправильне значення, розділене комами (CSV-файл)",
Not a valid User Image.,Недійсне зображення користувача.,
Not a valid Workflow Action,Не дійсна дія робочого процесу,
Not a valid user,Не дійсний користувач,
Not active,Не активний,
Not allowed for {0}: {1},Не дозволено для {0}: {1},
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings","Не дозволено прикріплювати {0} документ, будь ласка, увімкніть Дозволити друк для {0} у Налаштуваннях друку",
Not allowed to create custom Virtual DocType.,Не дозволяється створювати власні віртуальні типи документів.,
Not allowed to print cancelled documents,Не можна друкувати скасовані документи,
Not allowed to print draft documents,Не дозволяється друкувати чернетки документів,
Not allowed via controller permission check,Не дозволено через перевірку дозволу контролера,
Not found,Не знайдено,
Not in Developer Mode,Не в режимі розробника,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Не в режимі розробника! Встановіть в site_config.json або зробіть ""Користувацький"" DocType.,
Not permitted,Не дозволяється,
Not permitted to view {0},Не дозволено для перегляду {0},
Note,Примітка,
Note Seen By,Примітка Побачено,
Note:,Зауважте:,
Note: By default emails for failed backups are sent.,Примітка: За замовчуванням надсилаються повідомлення про невдалі резервні копії.,
Note: Changing the Page Name will break previous URL to this page.,Примітка: Зміна назви сторінки розірве попередню URL-адресу на цю сторінку.,
Note: Etc timezones have their signs reversed.,Примітка: Знаки часових поясів змінено на протилежні.,
"Note: For best results,  images must be of the same size and width must be greater than height.","Примітка: Для досягнення найкращих результатів зображення повинні бути однакового розміру, а ширина має бути більшою за висоту.",
Note: Multiple sessions will be allowed in case of mobile device,Примітка: У разі використання мобільного пристрою буде дозволено кілька сеансів,
Note: Your request for account deletion will be fulfilled within {0} hours.,Примітка: Ваш запит на видалення облікового запису буде виконано протягом {0} годин.,
Notes:,Нотатки:,
Nothing left to redo,Нічого не потрібно переробляти,
Nothing left to undo,Нічого не можна виправити,
Nothing to show,Нема чого показувати,
Nothing to update,Оновлювати нічого,
Notification,Повідомлення,
Notification Log,Журнал сповіщень,
Notification Recipient,Одержувач сповіщення,
Notification Settings,Налаштування сповіщень,
Notification Subscribed Document,Повідомлення Підписаний документ,
Notification sent to,Повідомлення надіслано на адресу,
Notifications,Сповіщення,
Notifications Disabled,Сповіщення Вимкнено,
Notifications and bulk mails will be sent from this outgoing server.,Сповіщення та масові розсилки будуть відправлятися з цього вихідного сервера.,
Notify Users On Every Login,Сповіщати користувачів про кожен вхід,
Notify by Email,Сповіщення по електронній пошті,
Notify by email,Повідомити електронною поштою,
Notify if unreplied,"Повідомте, якщо не отримаєте відповідь",
Notify if unreplied for (in mins),"Сповіщення, якщо на нього не відповіли (у хвилинах)",
Notify users with a popup when they log in,Сповіщайте користувачів спливаючим вікном під час входу,
Now,Тепер,
Number,Номер,
Number Card,Номерна картка,
Number Card Link,Посилання на номер картки,
Number Card Name,Номер картки Ім'я картки,
Number Cards,Номерні картки,
Number Format,Формат номера,
Number of Backups,Кількість резервних копій,
Number of DB Backups,Кількість резервних копій БД,
Number of DB backups cannot be less than 1,Кількість резервних копій БД не може бути менше 1,
Number of Groups,Кількість груп,
Number of Queries,Кількість запитів,
"Number of attachment fields are more than {}, limit updated to {}.","Кількість полів вкладень більше {}, ліміт оновлено до {}.",
Number of backups must be greater than zero.,Кількість резервних копій має бути більше нуля.,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),Кількість стовпців для поля в сітці (загальна кількість стовпців у сітці не повинна перевищувати 11),
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Кількість стовпців для поля в поданні зі списком або в сітці (загальна кількість стовпців не повинна перевищувати 11),
Number of days after which the document Web View link shared on email will be expired,"Кількість днів, після закінчення яких посилання на веб-перегляд документа, надіслане в електронному листі, буде втрачено",
OAuth,OAuth,
OAuth Authorization Code,Код авторизації OAuth,
OAuth Bearer Token,Токен пред'явника OAuth,
OAuth Client,Клієнт OAuth,
OAuth Client ID,Ідентифікатор клієнта OAuth,
OAuth Error,Помилка OAuth,
OAuth Provider Settings,Налаштування провайдера OAuth,
OAuth Scope,Область застосування OAuth,
OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.,"OAuth увімкнено, але не авторизовано. Будь ласка, скористайтеся кнопкою ""Авторизувати доступ до API"", щоб зробити те ж саме.",
OK,ГАРАЗД.,
OPTIONS,ВАРІАНТИ,
OR,АБО,
OTP App,Додаток OTP,
OTP Issuer Name,Назва емітента ОТП,
OTP Secret Reset - {0},Скидання секрету OTP - {0},
OTP Secret has been reset. Re-registration will be required on next login.,Секрет OTP було скинуто. При наступному вході буде потрібна повторна реєстрація.,
OTP setup using OTP App was not completed. Please contact Administrator.,"Налаштування OTP за допомогою додатку OTP не було завершено. Будь ласка, зверніться до адміністратора.",
Off,Вимкнено,
Office,Офіс,
Office 365,Office 365,
Offset X,Зміщення X,
Offset Y,Зміщення Y,
Old Password,Старий пароль,
Old and new fieldnames are same.,Старі та нові назви полів збігаються.,
Older backups will be automatically deleted,Старіші резервні копії буде автоматично видалено,
On Hold,На утриманні.,
On Payment Authorization,Про авторизацію платежів,
"On checking this option, URL will be treated like a jinja template string","Якщо позначити цю опцію, URL буде оброблено як рядок шаблону jinja",
"On {0}, {1} wrote:","На {0}, {1} написав:",
Onboard,На борту,
Onboarding Permission,Дозвіл на працевлаштування,
Onboarding Status,Статус приєднання до команди,
Onboarding Step,Елемент навчання,
Onboarding Step Map,Покрокова карта адаптації,
Onboarding complete,Інструктаж завершено,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",Після подачі документи не можуть бути змінені. Їх можна лише скасувати та доповнити.,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Після того, як ви встановите цей параметр, користувачі зможуть отримати доступ лише до тих документів (наприклад, допис у блозі), на які є посилання (наприклад, на Blogger).",
